,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
11530,Address: 719 Faxon Avenue, San FranciscoSales price: 895000Sales date: 10/18/2013Bedrooms: 2Square feet: 1200Lot size: 3637,719 Faxon Ave,1.0,2.0,1200.0,10/18/2013,895000.0,37.726119,-122.460193,Mount Davidson Manor,6.0,SingleFamily,1920.0,1250710.0,"1,370,500",94112.0,15140727.0
11531,Address: 120 Corbett Avenue, San FranciscoSales price: 935000Sales date: 10/18/2013Bedrooms: 3Square feet: 1100Lot size: 1151,120 Corbett Ave,2.0,3.0,1300.0,10/18/2013,935000.0,37.761818,-122.441012,Corona Heights,6.0,SingleFamily,1926.0,1321755.0,"1,449,300",94114.0,15128325.0
11532,Address: 1 Hoffman Avenue #D, San FranciscoSales price: 1110000Sales date: 10/18/2013Bedrooms: 0Square feet: 1500Lot size: 2523,1 Hoffman Ave # D,2.0,3.0,1500.0,10/18/2013,1110000.0,37.753987,-122.440665,Noe Valley,5.0,Condominium,1911.0,1368333.0,"1,751,900",94114.0,15130986.0
11533,Address: 738 Grand View Avenue, San FranciscoSales price: 1120000Sales date: 10/18/2013Bedrooms: 2Square feet: 1498Lot size: 3094,738 Grand View Ave,2.0,2.0,1498.0,10/18/2013,1120000.0,37.748565,-122.44289,Noe Valley,5.0,Condominium,1959.0,1353436.0,"1,751,900",94114.0,61288414.0
11536,Address: 3110 California Street #1, San FranciscoSales price: 950000Sales date: 10/18/2013Bedrooms: 2Square feet: 1059Lot size: 4000,3110 California St # 1,2.0,2.0,1059.0,10/18/2013,950000.0,37.787612,-122.445821,Pacific Heights,3.0,Condominium,2004.0,1146178.0,"1,884,400",94115.0,63196842.0
11537,Address: 2465 Washington Street, San FranciscoSales price: 3000000Sales date: 10/18/2013Bedrooms: 2Square feet: 2885Lot size: 2243,2465 Washington St,3.0,2.0,2885.0,10/18/2013,3000000.0,37.791435,-122.43379,Pacific Heights,8.0,SingleFamily,1900.0,4517652.0,"1,884,400",94115.0,15074099.0
11538,Address: 2479 18th Avenue, San FranciscoSales price: 901000Sales date: 10/18/2013Bedrooms: 2Square feet: 1325Lot size: 3000,2479 18th Ave,1.0,2.0,1325.0,10/18/2013,901000.0,37.741636,-122.474851,Inner Parkside,5.0,SingleFamily,1926.0,1005972.0,"1,304,500",94116.0,15122694.0
11539,Address: 576 Dewey Boulevard, San FranciscoSales price: 1560000Sales date: 10/18/2013Bedrooms: 4Square feet: 2222Lot size: 3700,576 Dewey Blvd,2.0,4.0,2222.0,10/18/2013,1560000.0,37.744375,-122.463361,Forest Hill,8.0,SingleFamily,1922.0,1944794.0,"1,926,800",94116.0,15133301.0
11540,Address: 500 Magellan Avenue, San FranciscoSales price: 2350000Sales date: 10/18/2013Bedrooms: 2Square feet: 2820Lot size: 7662,500 Magellan Ave,3.0,5.0,3128.0,10/18/2013,2350000.0,37.744472,-122.466377,Forest Hill,9.0,SingleFamily,1921.0,2919470.0,"1,926,800",94116.0,15134053.0
11541,Address: 101 Cortes Avenue, San FranciscoSales price: 3549000Sales date: 10/18/2013Bedrooms: 4Square feet: 4030Lot size: 9922,101 Cortes Ave,3.5,5.0,4419.0,10/18/2013,3549000.0,37.744097,-122.465853,Forest Hill,9.0,SingleFamily,1917.0,3660765.0,"1,926,800",94116.0,15134031.0
11543,Address: 2042 Grove Street, San FranciscoSales price: 1025000Sales date: 10/18/2013Bedrooms: 0Square feet: 1636Lot size: 3421,2042 Grove St,1.0,2.0,1600.0,10/18/2013,1025000.0,37.77465,-122.450267,North Panhandle,6.0,SingleFamily,1925.0,1270243.0,"1,211,900",94117.0,79844900.0
11544,Address: 51 14th Avenue, San FranciscoSales price: 1120000Sales date: 10/18/2013Bedrooms: 2Square feet: 1245Lot size: 2250,51 14th Ave,1.5,2.0,1245.0,10/18/2013,1120000.0,37.78657,-122.473565,Lake,5.0,Condominium,1940.0,1139236.0,"2,202,400",94118.0,15089222.0
11545,Address: 352 Lake Street, San FranciscoSales price: 2850000Sales date: 10/18/2013Bedrooms: 0Square feet: 3225Lot size: 3750,352 Lake St,3.0,6.0,4129.0,10/18/2013,2850000.0,37.786982,-122.463338,Lake,14.0,SingleFamily,1905.0,4557105.0,"2,202,400",94118.0,15089385.0
11546,Address: 502 20th Avenue, San FranciscoSales price: 321000Sales date: 10/18/2013Bedrooms: 0Square feet: 1838Lot size: 2060,502 20th Ave,2.0,3.0,1700.0,10/18/2013,321000.0,37.778276,-122.478964,Central Richmond,8.0,SingleFamily,1918.0,1735083.0,"1,480,400",94121.0,15095320.0
11547,Address: 775 41st Avenue, San FranciscoSales price: 1100000Sales date: 10/18/2013Bedrooms: 0Square feet: 2150Lot size: 2996,775 41st Ave,2.5,3.0,2150.0,10/18/2013,1100000.0,37.774124,-122.501824,Outer Richmond,7.0,SingleFamily,1923.0,1380008.0,"1,187,700",94121.0,15096884.0
11548,Address: 2528 Union Street, San FranciscoSales price: 4200000Sales date: 10/18/2013Bedrooms: 0Square feet: 2883Lot size: 3781,2528 Union St,3.0,4.0,2883.0,10/18/2013,4200000.0,37.796589,-122.441677,Cow Hollow,8.0,SingleFamily,1926.0,5522364.0,"2,134,300",94123.0,15080421.0
11550,Address: 367 Head Street, San FranciscoSales price: 685000Sales date: 10/18/2013Bedrooms: 3Square feet: 1496Lot size: 2500,367 Head St,2.0,3.0,1496.0,10/18/2013,685000.0,37.713725,-122.464671,Ingleside Heights,7.0,SingleFamily,1941.0,810772.0,"688,100",94132.0,15194950.0
11551,Address: 250 King Street #518, San FranciscoSales price: 250500Sales date: 10/17/2013Bedrooms: 2Square feet: 1197Lot size: 213232,250 King St UNIT 518,2.0,2.0,1197.0,10/17/2013,250500.0,37.777641,-122.393417,South of Market,4.0,Condominium,2004.0,1251724.0,"957,300",94107.0,80741499.0
11552,Address: 49 Missouri Street #5, San FranciscoSales price: 1099000Sales date: 10/17/2013Bedrooms: 0Square feet: 1999Lot size: 10190,49 Missouri St APT 5,2.5,3.0,1999.0,10/17/2013,1099000.0,37.765924,-122.39654,Potrero Hill,3.0,Condominium,1997.0,1569273.0,"1,264,000",94107.0,15148805.0
11554,Address: 442 Mississippi Street, San FranciscoSales price: 1600000Sales date: 10/17/2013Bedrooms: 3Square feet: 2031Lot size: 2479,442 Mississippi St,2.0,3.0,2031.0,10/17/2013,1600000.0,37.760862,-122.394733,Potrero Hill,5.0,Condominium,2001.0,2895862.0,"1,264,000",94107.0,59700614.0
11556,Address: 112 San Jose Avenue #IT1, San FranciscoSales price: 975000Sales date: 10/17/2013Bedrooms: 2Square feet: 1099Lot size: 2391,112 San Jose Ave # IT1,2.0,2.0,1099.0,10/17/2013,975000.0,37.752714,-122.421815,Mission,5.0,Condominium,2001.0,1263982.0,"1,167,700",94110.0,53734607.0
11557,Address: 327 Richland Avenue, San FranciscoSales price: 980000Sales date: 10/17/2013Bedrooms: 0Square feet: 1275Lot size: 2500,327 Richland Ave,1.0,3.0,1275.0,10/17/2013,980000.0,37.735954,-122.419312,Bernal Heights,6.0,SingleFamily,1914.0,1110168.0,"1,214,400",94110.0,15163725.0
11559,Address: 975 Naples Street, San FranciscoSales price: 680000Sales date: 10/17/2013Bedrooms: 0Square feet: 1230Lot size: 2511,975 Naples St,2.0,2.0,1230.0,10/17/2013,680000.0,37.71443,-122.435683,Excelsior,6.0,SingleFamily,1926.0,805315.0,"757,400",94112.0,15177104.0
11560,Address: 62 Del Monte Street, San FranciscoSales price: 745000Sales date: 10/17/2013Bedrooms: 0Square feet: 1747Lot size: 2516,62 Del Monte St,2.0,4.0,1747.0,10/17/2013,745000.0,37.716011,-122.443662,Outer Mission,8.0,SingleFamily,1924.0,1023800.0,"804,400",94112.0,15191311.0
11561,Address: 4452 23rd Street, San FranciscoSales price: 1750000Sales date: 10/17/2013Bedrooms: 3Square feet: 1817Lot size: 2850,4452 23rd St,2.0,3.0,1817.0,04/24/2015,2050000.0,37.752681,-122.441799,Noe Valley,8.0,SingleFamily,1900.0,2121086.0,"1,751,900",94114.0,15131508.0
11562,Address: 405 Hill Street, San FranciscoSales price: 2600000Sales date: 10/17/2013Bedrooms: 3Square feet: 2835Lot size: 1912,405 Hill St,3.5,3.0,2835.0,10/17/2013,2600000.0,37.755347,-122.430291,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1908.0,4304200.0,"1,718,500",94114.0,15146227.0
11563,Address: 2185 Bush Street #214, San FranciscoSales price: 730000Sales date: 10/17/2013Bedrooms: 1Square feet: 773Lot size: 27617,2185 Bush St APT 214,1.0,1.0,773.0,10/17/2013,730000.0,37.78659,-122.433085,Lower Pacific Heights,4.0,Condominium,1984.0,830661.0,"1,146,900",94115.0,15075595.0
11564,Address: 2096 Pine Street, San FranciscoSales price: 750000Sales date: 10/17/2013Bedrooms: 1Square feet: 1239Lot size: 2333,2096 Pine St,1.0,1.0,1239.0,10/17/2013,750000.0,37.788609,-122.430241,Lower Pacific Heights,4.0,Condominium,1900.0,1190898.0,"1,146,900",94115.0,69819922.0
11566,Address: 60 Delmar Street, San FranciscoSales price: 1900000Sales date: 10/17/2013Bedrooms: 0Square feet: 2386Lot size: 1999,60-62 Delmar St,1.0,2.0,2386.0,11/06/2015,1100000.0,37.768062,-122.445485,Haight-Ashbury,11.0,Condominium,1908.0,1162598.0,"1,337,700",94117.0,15087212.0
11567,Address: 366 19th Avenue, San FranciscoSales price: 662500Sales date: 10/17/2013Bedrooms: 6Square feet: 2800Lot size: 3000,366-368 19TH Ave,2.0,6.0,2800.0,10/17/2013,662500.0,37.781083,-122.478023,Central Richmond,12.0,Duplex,1922.0,1789773.0,"1,480,400",94121.0,15091908.0
11568,Address: 671 45th Avenue, San FranciscoSales price: 1040000Sales date: 10/17/2013Bedrooms: 3Square feet: 1850Lot size: 2996,671 45th Ave,3.0,3.0,1850.0,10/17/2013,1040000.0,37.775847,-122.506258,Outer Richmond,9.0,Duplex,1900.0,1295017.0,"1,187,700",94121.0,15096363.0
11569,Address: 1458 Funston Avenue, San FranciscoSales price: 1400000Sales date: 10/17/2013Bedrooms: 4Square feet: 2874Lot size: 3000,1458-1460 Funston Ave,2.0,4.0,2874.0,10/17/2013,1400000.0,37.760896,-122.470058,Inner Sunset,11.0,Duplex,1947.0,1602429.0,"1,348,400",94122.0,15105836.0
11572,Address: 150 Page Street #106, San FranciscoSales price: 729000Sales date: 10/16/2013Bedrooms: 1Square feet: 816Lot size: 7200,150 Page St # 106,2.0,1.0,840.0,10/16/2013,729000.0,37.774215,-122.423425,Hayes Valley,3.0,Condominium,1929.0,796275.0,"1,202,900",94102.0,15078722.0
11575,Address: 737 Tehama Street #1, San FranciscoSales price: 865000Sales date: 10/16/2013Bedrooms: 2Square feet: 883Lot size: 1554,737 Tehama St # 1,2.0,2.0,977.0,02/02/2016,1030000.0,37.775184,-122.411567,South of Market,5.0,MultiFamily2To4,2006.0,1001650.0,"957,300",94103.0,79845585.0
11576,Address: 1160 Mission Street #807, San FranciscoSales price: 885000Sales date: 10/16/2013Bedrooms: 2Square feet: 1031Lot size: 43557,1160 Mission St UNIT 807,2.0,2.0,1031.0,10/16/2013,885000.0,37.778705,-122.412635,South of Market,4.0,Condominium,2008.0,1168249.0,"957,300",94103.0,82785874.0
11577,Address: 201 Harrison Street #425, San FranciscoSales price: 569000Sales date: 10/16/2013Bedrooms: 1Square feet: 572Lot size: 38449,201 Harrison St APT 425,1.0,1.0,572.0,10/16/2013,569000.0,37.787585,-122.39048,South Beach,2.0,Condominium,1991.0,664418.0,"1,269,100",94105.0,15148240.0
11581,Address: 451 Kansas Street #485, San FranciscoSales price: 701000Sales date: 10/16/2013Bedrooms: 1Square feet: 825Lot size: 80311,451 Kansas St UNIT 485,1.0,1.0,825.0,10/16/2013,701000.0,37.764114,-122.402984,Potrero Hill,4.0,Condominium,2007.0,909648.0,"1,264,000",94107.0,89239835.0
11583,Address: 88 King Street #516, San FranciscoSales price: 1210000Sales date: 10/16/2013Bedrooms: 2Square feet: 1227Lot size: 82157,88 King St APT 516,2.0,2.0,1279.0,10/16/2013,1210000.0,37.78063,-122.389635,South Beach,5.0,Condominium,2000.0,1488642.0,"1,269,100",94107.0,54854673.0
11586,Address: 2550 Hyde Street, San FranciscoSales price: 915000Sales date: 10/16/2013Bedrooms: 3Square feet: 1362Lot size: 9192,2550 Hyde St,1.0,3.0,1362.0,10/16/2013,915000.0,37.804438,-122.420037,Russian Hill,6.0,Condominium,1908.0,1614557.0,"1,608,800",94109.0,111923395.0
11588,Address: 1384 Florida Street, San FranciscoSales price: 608500Sales date: 10/16/2013Bedrooms: 0Square feet: 1320Lot size: 2500,1384-1386 Florida St,1.0,1.0,1320.0,10/16/2013,608500.0,37.749826,-122.410064,Mission,11.0,Duplex,1900.0,963594.0,"1,167,700",94110.0,15152569.0
11589,Address: 555 Bartlett Street #203, San FranciscoSales price: 650000Sales date: 10/16/2013Bedrooms: 1Square feet: 821Lot size: 30646,555 Bartlett St APT 203,1.0,1.0,821.0,10/16/2013,650000.0,37.748543,-122.41913,Mission,3.0,Condominium,2009.0,851158.0,"1,167,700",94110.0,111924206.0
11593,Address: 101 Lombard Street #414E, San FranciscoSales price: 1610000Sales date: 10/16/2013Bedrooms: 2Square feet: 1509Lot size: 113438,101 Lombard St APT 414E,2.0,2.0,1509.0,10/16/2013,1610000.0,37.80347,-122.40409,Telegraph Hill,5.0,Condominium,1983.0,1488092.0,"1,215,500",94111.0,15065072.0
11594,Address: 618 Sanchez Street, San FranciscoSales price: 1160000Sales date: 10/16/2013Bedrooms: 2Square feet: 1160Lot size: 2372,618 Sanchez St,2.5,2.0,1160.0,10/16/2013,1160000.0,37.759044,-122.430694,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,1990.0,1516618.0,"1,718,500",94114.0,82785816.0
11595,Address: 73 Pond Street, San FranciscoSales price: 1200000Sales date: 10/16/2013Bedrooms: 0Square feet: 1080Lot size: 1716,73 Pond St,2.0,2.0,1500.0,10/16/2013,1200000.0,37.763163,-122.431998,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,1900.0,1710233.0,"1,718,500",94114.0,15143735.0
11596,Address: 4315 25th Street, San FranciscoSales price: 1250000Sales date: 10/16/2013Bedrooms: 0Square feet: 0Lot size: 2993,4315 25th St,2.0,3.0,2996.0,10/16/2013,1250000.0,37.74929,-122.43659,Noe Valley,13.0,Condominium,1966.0,2970202.0,"1,751,900",94114.0,15181181.0
11597,Address: 4545 19th Street, San FranciscoSales price: 1350000Sales date: 10/16/2013Bedrooms: 3Square feet: 1822Lot size: 2926,4545 19th St,3.0,3.0,1822.0,10/16/2013,1350000.0,37.758733,-122.440017,Eureka Valley - Dolores Heights - Castro,6.0,Condominium,1967.0,1848570.0,"1,718,500",94114.0,15129551.0
11598,Address: 259 Dorland Street, San FranciscoSales price: 1955000Sales date: 10/16/2013Bedrooms: 3Square feet: 2105Lot size: 4242,259 Dorland St,3.0,3.0,2105.0,10/16/2013,1955000.0,37.762043,-122.429717,Eureka Valley - Dolores Heights - Castro,7.0,Condominium,2011.0,1753628.0,"1,718,500",94114.0,115828549.0
11599,Address: 2211 California Street #307, San FranciscoSales price: 540000Sales date: 10/16/2013Bedrooms: 1Square feet: 624Lot size: 6915,2211 California St APT 307,1.0,1.0,624.0,10/16/2013,540000.0,37.788961,-122.430971,Lower Pacific Heights,3.0,Condominium,1911.0,770297.0,"1,146,900",94115.0,15075160.0
11601,Address: 2063 45th Avenue, San FranciscoSales price: 660000Sales date: 10/16/2013Bedrooms: 0Square feet: 1214Lot size: 2996,2063 45th Ave,2.0,3.0,1214.0,12/17/2013,660000.0,37.748093,-122.504319,Outer Parkside,5.0,SingleFamily,1946.0,922141.0,"982,900",94116.0,15116556.0
11602,Address: 2101 28th Avenue, San FranciscoSales price: 1050000Sales date: 10/16/2013Bedrooms: 4Square feet: 2909Lot size: 2880,2101 28th Ave,3.5,4.0,2909.0,10/16/2013,1050000.0,37.748063,-122.486043,Parkside,8.0,SingleFamily,1953.0,1688690.0,"1,094,000",94116.0,15117615.0
11603,Address: 135 Buena Vista Terrace, San FranciscoSales price: 715000Sales date: 10/16/2013Bedrooms: 0Square feet: 919Lot size: 1441,135 Buena Vista Ter,1.0,1.0,919.0,10/16/2013,715000.0,37.769744,-122.438462,Buena Vista Park,3.0,Condominium,1963.0,923572.0,"1,470,700",94117.0,53153355.0
11604,Address: 1473 Waller Street, San FranciscoSales price: 1035000Sales date: 10/16/2013Bedrooms: 3Square feet: 1400Lot size: 2778,1473 Waller St,1.0,3.0,1480.0,10/16/2013,1035000.0,37.768701,-122.447814,Haight-Ashbury,6.0,Condominium,1904.0,1424914.0,"1,337,700",94117.0,69819015.0
11606,Address: 1108 Cabrillo Street, San FranciscoSales price: 1677000Sales date: 10/16/2013Bedrooms: 3Square feet: 1728Lot size: 2338,1108 Cabrillo St,1.5,3.0,1728.0,10/16/2013,1677000.0,37.775281,-122.470791,Inner Richmond,7.0,SingleFamily,1916.0,1720895.0,"1,679,000",94118.0,15098103.0
11607,Address: 1327 7th Avenue #6, San FranciscoSales price: 807000Sales date: 10/16/2013Bedrooms: 2Square feet: 1134Lot size: 8813,1327 7th Ave APT 6,1.0,2.0,1134.0,10/16/2013,807000.0,37.763575,-122.46418,Inner Sunset,4.0,Condominium,2009.0,1247618.0,"1,348,400",94122.0,96034546.0
11608,Address: 2829 Greenwich Street, San FranciscoSales price: 5850000Sales date: 10/16/2013Bedrooms: 0Square feet: 3226Lot size: 2500,2829 Greenwich St,4.5,4.0,3226.0,10/16/2013,5850000.0,37.797387,-122.446329,Cow Hollow,10.0,SingleFamily,2012.0,7466851.0,"2,134,300",94123.0,15080307.0
11609,Address: 50 Hawkins Lane, San FranciscoSales price: 600000Sales date: 10/16/2013Bedrooms: 3Square feet: 1776Lot size: 1468,50 Hawkins Ln,2.0,3.0,1776.0,10/16/2013,600000.0,37.735254,-122.38403,Bayview,7.0,SingleFamily,1984.0,784237.0,"719,000",94124.0,15153338.0
11614,Address: 1320 Taylor Street, San FranciscoSales price: 1600000Sales date: 10/15/2013Bedrooms: 2Square feet: 2043Lot size: 3471,1320 Taylor St,2.5,3.0,2043.0,10/17/2014,1958000.0,37.794695,-122.412735,Nob Hill,7.0,Condominium,1908.0,1468299.0,"1,440,700",94108.0,15067524.0
11615,Address: 662 Hampshire Street, San FranciscoSales price: 725000Sales date: 10/15/2013Bedrooms: 3Square feet: 1604Lot size: 2495,662 Hampshire St,3.5,3.0,3350.0,10/15/2013,725000.0,37.761045,-122.408421,Mission,8.0,SingleFamily,1900.0,1770855.0,"1,167,700",94110.0,15149216.0
11616,Address: 190 Emmet Court, San FranciscoSales price: 945000Sales date: 10/15/2013Bedrooms: 0Square feet: 1600Lot size: 5985,190 Emmet Ct,1.0,2.0,750.0,10/15/2013,945000.0,37.747056,-122.416265,Bernal Heights,4.0,Condominium,1908.0,1287520.0,"1,214,400",94110.0,15159938.0
11617,Address: 324 Avalon Avenue, San FranciscoSales price: 680000Sales date: 10/15/2013Bedrooms: 0Square feet: 1325Lot size: 1873,324 Avalon Ave,2.0,3.0,1350.0,10/15/2013,680000.0,37.726294,-122.429759,Excelsior,6.0,MultiFamily2To4,1960.0,812666.0,"757,400",94112.0,15169355.0
11619,Address: 1926 34th Avenue, San FranciscoSales price: 620000Sales date: 10/15/2013Bedrooms: 0Square feet: 800Lot size: 2996,1926 34th Ave,1.0,2.0,800.0,10/15/2013,620000.0,37.751126,-122.492047,Parkside,4.0,SingleFamily,1942.0,829306.0,"1,094,000",94116.0,15114271.0
11621,Address: 765 Market Street #27A, San FranciscoSales price: 7850000Sales date: 10/11/2013Bedrooms: 3Square feet: 3318Lot size: 60150,765 Market St APT 27A,3.0,3.0,1080.0,10/11/2013,7850000.0,37.786212,-122.404312,Yerba Buena,7.0,Condominium,2001.0,2212014.0,"993,200",94103.0,67395130.0
11622,Address: 246 2nd Street #1105, San FranciscoSales price: 710000Sales date: 10/11/2013Bedrooms: 1Square feet: 650Lot size: 12933,246 2nd St APT 1105,1.0,1.0,650.0,10/11/2013,710000.0,37.78575,-122.397404,Yerba Buena,3.0,Townhouse,2000.0,779458.0,"993,200",94105.0,53153514.0
11625,Address: 1200 Gough Street #10F, San FranciscoSales price: 536500Sales date: 10/11/2013Bedrooms: 1Square feet: 840Lot size: 44676,1200 Gough St APT 10F,1.0,1.0,840.0,10/11/2013,536500.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,MultiFamily2To4,1966.0,791335.0,"839,200",94109.0,15077043.0
11626,Address: 1870 Jackson Street #702, San FranciscoSales price: 1700000Sales date: 10/11/2013Bedrooms: 3Square feet: 1900Lot size: 10104,1870 Jackson St APT 702,3.0,3.0,1900.0,10/11/2013,1700000.0,37.79386,-122.425865,Pacific Heights,6.0,Condominium,1931.0,2244370.0,"1,884,400",94109.0,15073626.0
11627,Address: 1999 Broadway #21, San FranciscoSales price: 2050000Sales date: 10/11/2013Bedrooms: 3Square feet: 2200Lot size: 6750,1999 Broadway APT 21,3.0,3.0,2200.0,10/11/2013,2050000.0,37.794665,-122.429717,Pacific Heights,6.0,Condominium,1927.0,2308430.0,"1,884,400",94109.0,15073076.0
11628,Address: 1325 Filbert Street, San FranciscoSales price: 2600000Sales date: 10/11/2013Bedrooms: 0Square feet: 2100Lot size: 1875,1325 Filbert St,2.0,2.0,2100.0,10/11/2013,2600000.0,37.799675,-122.42138,Russian Hill,6.0,Condominium,1912.0,2215985.0,"1,608,800",94109.0,15071621.0
11629,Address: 3776 26th Street, San FranciscoSales price: 765000Sales date: 10/11/2013Bedrooms: 0Square feet: 1071Lot size: 1375,3776-3780 26TH St,1.0,1.0,752.0,10/11/2013,765000.0,37.748825,-122.424271,Mission,4.0,Condominium,1910.0,875415.0,"1,167,700",94110.0,69815641.0
11630,Address: 36 Cortland Avenue, San FranciscoSales price: 825000Sales date: 10/11/2013Bedrooms: 3Square feet: 1400Lot size: 1245,36 Cortland Ave,1.0,3.0,1400.0,10/11/2013,825000.0,37.74057,-122.422132,Bernal Heights,6.0,SingleFamily,1910.0,1322114.0,"1,214,400",94110.0,15162694.0
11631,Address: 515 Powhattan Avenue, San FranciscoSales price: 925000Sales date: 10/11/2013Bedrooms: 0Square feet: 800Lot size: 2378,515 Powhattan Ave,1.0,2.0,800.0,10/11/2013,925000.0,37.741662,-122.413436,Bernal Heights,4.0,SingleFamily,1961.0,1396128.0,"1,214,400",94110.0,15161515.0
11632,Address: 164 Peralta Avenue, San FranciscoSales price: 1250000Sales date: 10/11/2013Bedrooms: 0Square feet: 1558Lot size: 4350,164 Peralta Ave,3.5,4.0,2160.0,11/14/2014,2140000.0,37.747225,-122.408501,Bernal Heights,8.0,SingleFamily,1937.0,1700854.0,"1,214,400",94110.0,15159808.0
11633,Address: 147 Andover Street, San FranciscoSales price: 1420000Sales date: 10/11/2013Bedrooms: 2Square feet: 750Lot size: 1746,147 Andover St,1.0,2.0,750.0,10/11/2013,1420000.0,37.740995,-122.416169,Bernal Heights,5.0,SingleFamily,1907.0,912625.0,"1,214,400",94110.0,15161870.0
11635,Address: 70 Gladstone Drive, San FranciscoSales price: 610000Sales date: 10/11/2013Bedrooms: 3Square feet: 862Lot size: 2208,70 Gladstone Dr,1.0,2.0,862.0,10/11/2013,610000.0,37.730061,-122.42052,Excelsior,4.0,SingleFamily,1942.0,746747.0,"757,400",94112.0,15165912.0
11639,Address: 1140 Diamond Street, San FranciscoSales price: 1300000Sales date: 10/11/2013Bedrooms: 0Square feet: 1350Lot size: 1999,1140 Diamond St,3.0,4.0,1728.0,10/11/2013,1300000.0,37.748311,-122.436303,Noe Valley,6.0,SingleFamily,1958.0,2263523.0,"1,751,900",94114.0,15181552.0
11641,Address: 2094 24th Avenue, San FranciscoSales price: 676000Sales date: 10/11/2013Bedrooms: 0Square feet: 800Lot size: 1437,2094 24th Ave,1.0,2.0,800.0,10/11/2013,676000.0,37.748563,-122.48123,Parkside,4.0,SingleFamily,1943.0,828068.0,"1,094,000",94116.0,15115907.0
11642,Address: 2555 47th Avenue, San FranciscoSales price: 680000Sales date: 10/11/2013Bedrooms: 3Square feet: 1014Lot size: 2996,2555 47th Ave,2.0,3.0,1014.0,10/11/2013,680000.0,37.738819,-122.505815,Outer Parkside,5.0,SingleFamily,1949.0,854599.0,"982,900",94116.0,15124448.0
11643,Address: 2771 38th Avenue, San FranciscoSales price: 850000Sales date: 10/11/2013Bedrooms: 2Square feet: 1011Lot size: 3000,2771 38th Ave,2.0,3.0,1655.0,12/15/2015,1175000.0,37.735233,-122.495898,Outer Parkside,7.0,SingleFamily,1948.0,1166381.0,"982,900",94116.0,15125969.0
11645,Address: 1619 Clement Street, San FranciscoSales price: 1800000Sales date: 10/11/2013Bedrooms: 0Square feet: 3400Lot size: 1873,1619-1621 Clement St,3.0,6.0,3400.0,10/11/2013,1800000.0,37.782178,-122.476703,Central Richmond,12.0,SingleFamily,1924.0,2297998.0,"1,480,400",94121.0,15091899.0
11646,Address: 1866 35th Avenue, San FranciscoSales price: 300000Sales date: 10/11/2013Bedrooms: 2Square feet: 1225Lot size: 2996,1866 35th Ave,1.5,2.0,1225.0,10/11/2013,300000.0,37.75226,-122.493204,Central Sunset,5.0,SingleFamily,1941.0,1060816.0,"1,111,300",94122.0,15113019.0
11647,Address: 1675 23rd Avenue, San FranciscoSales price: 826000Sales date: 10/11/2013Bedrooms: 0Square feet: 1415Lot size: 2996,1675 23rd Ave,1.0,2.0,1415.0,10/11/2013,826000.0,37.756393,-122.48125,Central Sunset,6.0,Townhouse,1929.0,1379232.0,"1,111,300",94122.0,15109238.0
11648,Address: 3321 Scott Street, San FranciscoSales price: 2233000Sales date: 10/11/2013Bedrooms: 0Square feet: 3300Lot size: 2219,3321-3323 Scott St,3.0,4.0,3300.0,10/11/2013,2233000.0,37.800483,-122.441516,Marina,12.0,MultiFamily2To4,1924.0,3566689.0,"2,157,700",94123.0,15080063.0
11649,Address: 455 Hazelwood Avenue, San FranciscoSales price: 1400000Sales date: 10/11/2013Bedrooms: 0Square feet: 1490Lot size: 4386,455 Hazelwood Ave,3.0,4.0,2691.0,10/11/2013,1400000.0,37.734356,-122.458058,Westwood Highlands,8.0,SingleFamily,1931.0,1647479.0,"1,393,200",94127.0,15137203.0
11650,Address: 63 Sunview Drive, San FranciscoSales price: 500000Sales date: 10/11/2013Bedrooms: 0Square feet: 893Lot size: 2949,63 Sunview Dr,1.0,2.0,893.0,10/11/2013,500000.0,37.747422,-122.446084,Midtown Terrace,4.0,SingleFamily,1956.0,935460.0,"1,108,400",94131.0,15132728.0
11651,Address: 321 27th Street, San FranciscoSales price: 950000Sales date: 10/11/2013Bedrooms: 2Square feet: 1087Lot size: 2465,321 27th St,1.0,2.0,1087.0,10/11/2013,950000.0,37.746633,-122.427497,Noe Valley,5.0,Condominium,1900.0,1128936.0,"1,751,900",94131.0,64972947.0
11652,Address: 419 Baden Street, San FranciscoSales price: 1080000Sales date: 10/11/2013Bedrooms: 4Square feet: 2750Lot size: 3125,419 Baden St,3.5,3.0,2750.0,08/29/2014,2150000.0,37.733481,-122.440078,Glen Park,8.0,SingleFamily,1986.0,1662501.0,"1,628,900",94131.0,15185762.0
11655,Address: 339 Filbert Street, San FranciscoSales price: 1450000Sales date: 10/11/2013Bedrooms: 2Square feet: 110Lot size: 3719,339 Filbert St,2.0,2.0,1101.0,06/12/2015,2100000.0,37.80161,-122.40519,Telegraph Hill,4.0,Condominium,1994.0,2007483.0,"1,215,500",94133.0,15065706.0
